c_value	by_break
0.879453	0.223633
0.535969	0.000000
0.912787	0.450195
0.949071	0.356445
0.903982	0.540039
0.877271	0.000000
0.795356	0.000000
0.976005	0.866211
0.937969	0.739258
0.932415	0.401367
0.810031	0.000000
0.800507	0.000000
0.655375	0.000000
0.917632	0.375977
0.950455	0.782227
0.934076	0.569336
0.889151	0.139648
0.734136	0.000000
0.894659	0.346680
0.686976	0.000000
0.834849	0.000000
0.935174	0.641602
0.829338	0.000000
0.808046	0.000000
0.901984	0.489258
0.891806	0.000000
0.736994	0.000000
0.881601	0.254883
0.568760	0.000000
0.383637	0.000000
0.699533	0.000000
0.936766	0.635742
0.596114	0.000000
0.680002	0.000000
0.871232	0.067383
0.825883	0.000000
0.847003	0.000000
0.802975	0.000000
0.775606	0.000000
0.836106	0.206055
0.718759	0.000000
0.364251	0.000000
0.903131	0.329102
0.956519	0.606445
0.858308	0.051758
0.918317	0.346680
0.796068	0.000000
0.826556	0.000000
0.810601	0.000000
0.868166	0.000000
0.919423	0.428711
0.831831	0.000000
0.867522	0.000000
0.916301	0.561523
0.704035	0.000000
0.807543	0.000000
0.778351	0.000000
0.816536	0.000000
0.907435	0.508789
0.936408	0.424805
0.931916	0.614258
0.890848	0.368164
0.592067	0.000000
0.911374	0.561523
0.781362	0.000000
0.670618	0.000000
0.971041	0.915039
0.926055	0.543945
0.747529	0.000000
0.978998	0.909180
0.977750	0.920898
0.043767	0.000000
0.912652	0.252930
0.884943	0.321289
0.939843	0.688477
0.799925	0.000000
0.682236	0.000000
0.877615	0.274414
0.862908	0.157227
0.673742	0.000000
0.929195	0.475586
0.901172	0.053711
0.851024	0.000000
0.955687	0.784180
0.873253	0.067383
0.834432	0.000000
0.689803	0.000000
0.814449	0.000000
0.922892	0.614258
0.648577	0.000000
0.951075	0.764648
0.689145	0.000000
0.921617	0.569336
0.655648	0.000000
0.826226	0.000000
0.780449	0.000000
0.846954	0.000000
0.899248	0.370117
0.914450	0.551758
0.886854	0.094727
0.759464	0.000000
0.881536	0.000000
0.868422	0.165039
0.848101	0.041992
0.772301	0.000000
0.902062	0.034180
0.901574	0.000000
0.826047	0.000000
0.748516	0.000000
0.942814	0.627930
0.917447	0.514648
0.892712	0.000000
0.812270	0.000000
0.696625	0.000000
0.637289	0.000000
0.813277	0.000000
0.829440	0.000000
0.772217	0.000000
0.857200	0.000000
0.900077	0.000000
0.817822	0.000000
0.903720	0.270508
0.776492	0.000000
0.927725	0.282227
0.946669	0.528320
0.814459	0.000000
0.840940	0.000000
0.943614	0.645508
0.611902	0.000000
0.786244	0.000000
0.541581	0.000000
0.859403	0.000000
0.963267	0.706055
0.858149	0.084961
0.925735	0.473633
0.905330	0.362305
0.888231	0.176758
0.831837	0.000000
0.517429	0.000000
0.951690	0.666992
0.976569	0.899414
0.947050	0.696289
0.737634	0.000000
0.915165	0.538086
0.792395	0.000000
0.977132	0.877930
0.744611	0.000000
0.963044	0.817383
0.751941	0.000000
0.873938	0.305664
0.844740	0.000000
0.931272	0.541992
0.759392	0.000000
0.941235	0.536133
0.922649	0.428711
0.753825	0.000000
0.797136	0.000000
0.626386	0.000000
0.914625	0.346680
0.855312	0.000000
0.901386	0.174805
0.887836	0.018555
0.846577	0.000000
0.926626	0.641602
0.822564	0.000000
0.531926	0.000000
0.436277	0.000000
0.666182	0.000000
0.782184	0.000000
0.875240	0.331055
0.869141	0.092773
0.915181	0.118164
0.914738	0.485352
0.648444	0.000000
0.811505	0.000000
0.814730	0.000000
0.873274	0.256836
0.858170	0.000000
0.901167	0.368164
0.887630	0.377930
0.886277	0.051758
0.955043	0.577148
0.900722	0.129883
0.854084	0.000000
0.858000	0.237305
0.860737	0.194336
0.976904	0.926758
0.938586	0.583008
0.959663	0.725586
0.943190	0.622070
0.667210	0.000000
0.712233	0.000000
0.967748	0.829102
0.815459	0.000000
0.917899	0.428711
0.752517	0.000000
0.846825	0.000000
0.862156	0.000000
0.911893	0.254883
0.933098	0.633789
0.565538	0.000000
0.957457	0.790039
0.783793	0.000000
0.766246	0.000000
0.610457	0.000000
0.938147	0.499023
0.807234	0.000000
0.921196	0.631836
0.879651	0.395508
0.863390	0.155273
0.833659	0.000000
0.776556	0.000000
0.515656	0.000000
0.915836	0.387695
0.920664	0.247070
0.825348	0.000000
0.651385	0.000000
0.853931	0.000000
0.799449	0.000000
0.775790	0.000000
0.926833	0.399414
0.970293	0.881836
0.882117	0.000000
0.773357	0.000000
0.952815	0.784180
0.908592	0.317383
0.888456	0.291992
0.913887	0.235352
0.923908	0.301758
0.882268	0.356445
0.588430	0.000000
0.761664	0.000000
0.876970	0.106445
0.718764	0.000000
0.941916	0.665039
0.912707	0.239258
0.870817	0.010742
0.639659	0.000000
0.955684	0.631836
0.678382	0.000000
0.865495	0.122070
0.939841	0.479492
0.929813	0.588867
0.889444	0.413086
0.946274	0.676758
0.860995	0.163086
0.932290	0.196289
0.909882	0.313477
0.752197	0.000000
0.880577	0.000000
0.884261	0.147461
0.910272	0.489258
0.740623	0.000000
0.930485	0.520508
0.906247	0.303711
0.779224	0.000000
0.854159	0.000000
0.942525	0.561523
0.719300	0.000000
0.975361	0.870117
0.846039	0.000000
0.937718	0.604492
0.946479	0.780273
0.907003	0.178711
0.727460	0.000000
0.942053	0.479492
0.829392	0.000000
0.809968	0.000000
0.758340	0.000000
0.917197	0.567383
0.808566	0.000000
0.793314	0.000000
0.855387	0.104492
0.875914	0.000000
0.795483	0.000000
0.956418	0.668945
0.909817	0.436523
0.603780	0.000000
0.922854	0.635742
0.920562	0.108398
0.786986	0.000000
0.942073	0.750977
0.635391	0.000000
0.933913	0.581055
0.975320	0.909180
0.868043	0.000000
0.949809	0.598633
0.590647	0.000000
0.833136	0.000000
0.870961	0.059570
0.873995	0.385742
0.860464	0.024414
0.685504	0.000000
0.894929	0.006836
0.974317	0.903320
0.955350	0.799805
0.975434	0.860352
0.728534	0.000000
0.907004	0.313477
0.975298	0.926758
0.825997	0.000000
0.770467	0.000000
0.941858	0.528320
0.939674	0.706055
0.899438	0.180664
0.513072	0.000000
0.771027	0.000000
0.898812	0.438477
0.900166	0.000000
0.794704	0.000000
0.864285	0.000977
0.954814	0.561523
0.977165	0.915039
0.815316	0.000000
0.916364	0.446289
0.863055	0.000000
0.866829	0.000000
0.732735	0.000000
0.789710	0.000000
0.740225	0.000000
0.803127	0.000000
0.805601	0.000000
0.963510	0.866211
0.912085	0.465820
0.841426	0.000000
0.958536	0.756836
0.923844	0.465820
0.545798	0.000000
0.904123	0.229492
0.858542	0.051758
0.480112	0.000000
0.889834	0.270508
0.950415	0.696289
0.735338	0.000000
0.919411	0.334961
0.968800	0.868164
0.925948	0.645508
0.753146	0.000000
0.636580	0.000000
0.909329	0.288086
0.918051	0.399414
0.787197	0.000000
0.796086	0.000000
0.767144	0.000000
0.895472	0.430664
0.951434	0.784180
0.912488	0.549805
0.723856	0.000000
0.952250	0.586914
0.947973	0.766602
0.895424	0.069336
0.728263	0.000000
0.834108	0.000000
0.897277	0.215820
0.901244	0.295898
0.826283	0.000000
0.825824	0.000000
0.701421	0.000000
0.860819	0.000000
0.959736	0.555664
0.904114	0.100586
0.949096	0.549805
0.816785	0.000000
0.892092	0.241211
0.894842	0.608398
0.823923	0.000000
0.747000	0.000000
0.920076	0.317383
0.915723	0.518555
0.838042	0.000000
0.760826	0.000000
0.662370	0.000000
0.596505	0.000000
0.791445	0.000000
0.864083	0.000000
0.620631	0.000000
0.767684	0.000000
0.647491	0.000000
0.911437	0.301758
0.854035	0.000000
0.911644	0.567383
0.830140	0.000000
0.831571	0.008789
0.900524	0.147461
0.466948	0.000000
0.881241	0.252930
0.758710	0.000000
0.941538	0.631836
0.926178	0.405273
0.867272	0.266602
0.799550	0.000000
0.466072	0.000000
0.824720	0.000000
0.809161	0.000000
0.738605	0.000000
0.850267	0.204102
0.903039	0.432617
0.910650	0.252930
0.876364	0.000000
0.791308	0.000000
0.856182	0.086914
0.938547	0.454102
0.928536	0.577148
0.803739	0.000000
0.782830	0.000000
0.355284	0.000000
0.853280	0.000000
0.867830	0.000000
0.974653	0.905273
0.651462	0.000000
0.671147	0.000000
0.843911	0.000000
0.830774	0.000000
0.927059	0.602539
0.825531	0.000000
0.911119	0.272461
0.918484	0.327148
0.811097	0.000000
0.261783	0.000000
0.860019	0.000000
0.424519	0.000000
0.905670	0.252930
0.941039	0.770508
0.731403	0.000000
0.819721	0.000000
0.872145	0.030273
0.829123	0.000000
0.783999	0.000000
0.841531	0.000000
0.894082	0.000000
0.870891	0.000000
0.798227	0.000000
0.867409	0.000000
0.894202	0.129883
0.793866	0.000000
0.853500	0.000000
0.838944	0.000000
0.802764	0.000000
0.862660	0.133789
0.574602	0.000000
0.959659	0.729492
0.865132	0.252930
0.785425	0.000000
0.882420	0.000000
0.928764	0.547852
0.927238	0.487305
0.952239	0.766602
0.837331	0.049805
0.811937	0.000000
0.934470	0.489258
0.808375	0.000000
0.927609	0.399414
0.884623	0.147461
0.877827	0.295898
0.776415	0.000000
0.844528	0.000000
0.700981	0.000000
0.888526	0.305664
0.944735	0.395508
0.830238	0.000000
0.887402	0.299805
0.736083	0.000000
0.767355	0.000000
0.747543	0.000000
0.971452	0.875977
0.945431	0.778320
0.866791	0.071289
0.837559	0.000000
0.856735	0.000000
0.866968	0.188477
0.884622	0.129883
0.740231	0.000000
0.884301	0.030273
0.856417	0.000000
0.754889	0.000000
0.886478	0.000000
0.449913	0.000000
0.885978	0.159180
0.863800	0.153320
0.903425	0.456055
0.925930	0.403320
0.792766	0.000000
0.962261	0.750977
0.943305	0.670898
0.942507	0.719727
0.974717	0.874023
0.857588	0.217773
0.819068	0.000000
0.595048	0.000000
0.739817	0.000000
0.966083	0.903320
0.588609	0.000000
0.655131	0.000000
0.864815	0.000000
0.819737	0.000000
0.745010	0.000000
0.797230	0.000000
0.813950	0.000000
0.936240	0.692383
0.963030	0.813477
0.946558	0.721680
0.932074	0.450195
0.936185	0.522461
0.960054	0.870117
0.886661	0.030273
0.794657	0.000000
0.915830	0.559570
0.922633	0.561523
0.823989	0.000000
0.772511	0.000000
0.691903	0.000000
0.706089	0.000000
0.874323	0.000000
0.914135	0.291992
0.909653	0.473633
0.892372	0.020508
0.683182	0.000000
0.754536	0.000000
0.912476	0.299805
0.713715	0.000000
0.874593	0.028320
0.861133	0.122070
0.912218	0.432617
0.903152	0.250977
0.841144	0.000000
0.962538	0.758789
0.803324	0.000000
0.810375	0.000000
0.927003	0.600586
0.927400	0.565430
0.931133	0.657227
0.757184	0.000000
0.892885	0.237305
0.682680	0.000000
0.801455	0.000000
0.897610	0.319336
0.844756	0.000000
0.935800	0.668945
0.919613	0.346680
0.893196	0.385742
0.749757	0.000000
0.877949	0.000000
0.827938	0.000000
0.916532	0.500977
0.773443	0.000000
0.834229	0.000000
0.950354	0.665039
0.848813	0.000000
0.858664	0.225586
0.451801	0.000000
0.827469	0.000000
0.877525	0.176758
0.777146	0.000000
0.594642	0.000000
0.945263	0.680664
0.931209	0.291992
0.525092	0.000000
0.818961	0.000000
0.903267	0.204102
0.931508	0.672852
0.378318	0.000000
0.905476	0.284180
0.872707	0.118164
0.693184	0.000000
0.973186	0.868164
0.947864	0.745117
0.884063	0.045898
0.587284	0.000000
0.796040	0.000000
0.775315	0.000000
0.973061	0.891602
0.662577	0.000000
0.888962	0.077148
0.865165	0.155273
0.845017	0.000000
0.477620	0.000000
0.722761	0.000000
0.952389	0.758789
0.775579	0.000000
0.517782	0.000000
0.575367	0.000000
0.826345	0.000000
0.944885	0.649414
0.857224	0.014648
0.812281	0.000000
0.931168	0.454102
0.416857	0.000000
0.928555	0.583008
0.810663	0.000000
0.846957	0.000000
0.928371	0.377930
0.349926	0.000000
0.846045	0.077148
0.407629	0.000000
0.816913	0.000000
0.843173	0.000000
0.986963	0.969727
0.810347	0.000000
0.867831	0.215820
0.962619	0.690430
0.863885	0.000000
0.595410	0.000000
0.871285	0.000000
0.831885	0.000000
0.905369	0.319336
0.780334	0.000000
0.951549	0.801758
0.708586	0.000000
0.820235	0.000000
0.817181	0.000000
0.917047	0.600586
0.947567	0.499023
0.890285	0.231445
0.842840	0.000000
0.317273	0.000000
0.865319	0.211914
0.843078	0.000000
0.763255	0.000000
0.924747	0.508789
0.735729	0.000000
0.710244	0.000000
0.867245	0.209961
0.713246	0.000000
0.924754	0.364258
0.781292	0.000000
0.943887	0.731445
0.859385	0.028320
0.682359	0.000000
0.784287	0.000000
0.488533	0.000000
0.937645	0.590820
0.842382	0.000000
0.782129	0.000000
0.754913	0.000000
0.661384	0.000000
0.594484	0.000000
0.894579	0.086914
0.929820	0.559570
0.809818	0.000000
0.942903	0.639648
0.966115	0.864258
0.898547	0.366211
0.752462	0.000000
0.867396	0.000000
0.751806	0.000000
0.448482	0.000000
0.883508	0.274414
0.665052	0.000000
0.743064	0.000000
0.907753	0.290039
0.977826	0.911133
0.866564	0.221680
0.690183	0.000000
0.830270	0.000000
0.958271	0.821289
0.888106	0.010742
0.669517	0.000000
0.849319	0.000000
0.400215	0.000000
0.880484	0.000000
0.886997	0.163086
0.941805	0.604492
0.934139	0.622070
0.765010	0.000000
0.710738	0.000000
0.885840	0.221680
0.820940	0.000000
0.849993	0.000000
0.866674	0.182617
0.908578	0.217773
0.951923	0.747070
0.903974	0.270508
0.930819	0.327148
0.753862	0.000000
0.837509	0.026367
0.947077	0.569336
0.965615	0.823242
0.927336	0.524414
0.840541	0.000000
0.767865	0.000000
0.959068	0.811523
0.893346	0.239258
0.754692	0.000000
0.908209	0.323242
0.824916	0.000000
0.911246	0.071289
0.841380	0.077148
0.652498	0.000000
0.893563	0.000000
0.596140	0.000000
0.621880	0.000000
0.412580	0.000000
0.853340	0.000000
0.676739	0.000000
0.945719	0.741211
0.885256	0.319336
0.930414	0.508789
0.857127	0.000000
0.926777	0.497070
0.912533	0.270508
0.650058	0.000000
0.919689	0.481445
0.732327	0.000000
0.895822	0.288086
0.814604	0.000000
0.738634	0.000000
0.971784	0.905273
0.807376	0.000000
0.889399	0.291992
0.953221	0.694336
0.917817	0.430664
0.887387	0.006836
0.870913	0.000000
0.954545	0.510742
0.954972	0.840820
0.879705	0.000000
0.870803	0.004883
0.934626	0.620117
0.929223	0.416992
0.754471	0.000000
0.908824	0.325195
0.798357	0.000000
0.909456	0.456055
0.852243	0.000000
0.929740	0.446289
0.515291	0.000000
0.709099	0.000000
0.947326	0.817383
0.865348	0.000000
0.815893	0.000000
0.809931	0.000000
0.957826	0.821289
0.880302	0.243164
0.874243	0.170898
0.876011	0.000000
0.730536	0.000000
0.804915	0.000000
0.905077	0.436523
0.744422	0.000000
0.850633	0.000000
0.952457	0.635742
0.943249	0.790039
0.958213	0.770508
0.833534	0.000000
0.880625	0.012695
0.851444	0.000000
0.919178	0.549805
0.879901	0.182617
0.943647	0.713867
0.808970	0.000000
0.763120	0.000000
0.863541	0.000000
0.774736	0.000000
0.842958	0.000000
0.733462	0.000000
0.852240	0.000000
0.941911	0.459961
0.840172	0.104492
0.946727	0.805664
0.911151	0.268555
0.913018	0.178711
0.802434	0.000000
0.622552	0.000000
0.892341	0.000000
0.558735	0.000000
0.903138	0.000000
0.876991	0.000000
0.833275	0.000000
0.911498	0.463867
0.815820	0.000000
0.855248	0.000000
0.938597	0.360352
0.758879	0.000000
0.825176	0.000000
0.907770	0.208008
0.248563	0.000000
0.684087	0.000000
0.927677	0.321289
0.868603	0.000000
0.930103	0.491211
0.956675	0.737305
0.906502	0.319336
0.844338	0.000000
0.847202	0.000000
0.842796	0.041992
0.922354	0.362305
0.843494	0.000000
0.935595	0.516602
0.925124	0.442383
0.896379	0.336914
0.873792	0.043945
0.963401	0.854492
0.745743	0.000000
0.985160	0.969727
0.920520	0.323242
0.927865	0.508789
0.762334	0.000000
0.865317	0.000000
0.350999	0.000000
0.873913	0.000000
0.972134	0.922852
0.762126	0.000000
0.936403	0.702148
0.775630	0.000000
0.744050	0.000000
0.925314	0.000977
0.874025	0.116211
0.832736	0.000000
0.944848	0.469727
0.687198	0.000000
0.921598	0.553711
0.914487	0.375977
0.169239	0.000000
0.658009	0.000000
0.839493	0.000000
0.942555	0.635742
0.924213	0.422852
0.638292	0.000000
0.955002	0.831055
0.813405	0.000000
0.866544	0.092773
0.813242	0.000000
0.557207	0.000000
0.877909	0.190430
0.771628	0.000000
0.766541	0.000000
0.831238	0.000000
0.911088	0.258789
0.933653	0.577148
0.895653	0.209961
0.950840	0.674805
0.775570	0.000000
0.961481	0.885742
0.905966	0.512695
0.837499	0.000000
0.943598	0.756836
0.596845	0.000000
0.946380	0.749023
0.710322	0.000000
0.893460	0.124023
0.964483	0.848633
0.896906	0.213867
0.447011	0.000000
0.885815	0.231445
0.650521	0.000000
0.839842	0.000000
0.916202	0.557617
0.916328	0.487305
0.880341	0.106445
0.522915	0.000000
0.745476	0.000000
0.894174	0.000000
0.670090	0.000000
0.959830	0.694336
0.325483	0.000000
0.907201	0.219727
0.904075	0.395508
0.821123	0.000000
0.385199	0.000000
0.942393	0.639648
0.869865	0.075195
0.899986	0.448242
0.852947	0.000000
0.865885	0.079102
0.795570	0.000000
0.919867	0.178711
0.978499	0.911133
0.926468	0.479492
0.835549	0.000000
0.864286	0.000000
0.784167	0.000000
0.861244	0.000000
0.871221	0.077148
0.891146	0.176758
0.848480	0.000000
0.855062	0.000000
0.923771	0.504883
0.924111	0.463867
0.830259	0.000000
0.861609	0.000000
0.903447	0.368164
0.829386	0.000000
0.860506	0.000000
0.769889	0.000000
0.907897	0.284180
0.796196	0.000000
0.884067	0.000000
0.837986	0.000000
0.963730	0.793945
0.901599	0.452148
0.875603	0.000000
0.834052	0.000000
0.627980	0.000000
0.888902	0.049805
0.922431	0.456055
0.820537	0.000000
0.934092	0.295898
0.632448	0.000000
0.817600	0.000000
0.949389	0.776367
0.681789	0.000000
0.776354	0.000000
0.870083	0.055664
0.848957	0.000000
0.914871	0.303711
0.880906	0.000000
0.077469	0.000000
0.771196	0.000000
0.607383	0.000000
0.943405	0.735352
0.978560	0.946289
0.902505	0.168945
0.733113	0.000000
0.453017	0.000000
0.479043	0.000000
0.804992	0.000000
0.903376	0.538086
0.948185	0.725586
0.736458	0.000000
0.943888	0.569336
0.940248	0.778320
0.838965	0.000000
0.885066	0.147461
0.770327	0.000000
0.872107	0.000000
0.910505	0.389648
0.954130	0.817383
0.648567	0.000000
0.804487	0.000000
0.874981	0.375977
0.649655	0.000000
0.423681	0.000000
0.949722	0.799805
0.923112	0.629883
0.927983	0.368164
0.929281	0.514648
0.608181	0.000000
0.913146	0.440430
0.827987	0.000000
0.891988	0.389648
0.770922	0.000000
0.796275	0.000000
0.465776	0.000000
0.902753	0.295898
0.419916	0.000000
0.875289	0.047852
0.762874	0.000000
0.911251	0.202148
0.674594	0.000000
0.986764	0.973633
0.721188	0.000000
0.800118	0.000000
0.950416	0.747070
0.913426	0.383789
0.686500	0.000000
0.837061	0.000000
0.902847	0.131836
0.893252	0.030273
0.550414	0.000000
0.604625	0.000000
0.904147	0.122070
0.968293	0.881836
0.881802	0.139648
0.950636	0.653320
0.673812	0.000000
0.875459	0.000000
0.954081	0.733398
0.944377	0.817383
0.783659	0.000000
0.911764	0.416992
0.769578	0.000000
0.766158	0.000000
0.780362	0.000000
0.924403	0.000000
0.826637	0.000000
0.915378	0.252930
0.868860	0.256836
0.907738	0.563477
0.847480	0.000000
0.776643	0.000000
0.881307	0.000000
0.919150	0.313477
0.845205	0.065430
0.768002	0.000000
0.978697	0.940430
0.816507	0.000000
0.968704	0.887695
0.923922	0.629883
0.943560	0.749023
0.622376	0.000000
0.943508	0.731445
0.920146	0.295898
0.964709	0.862305
0.842734	0.000000
0.828264	0.000000
0.951499	0.639648
0.701755	0.000000
0.745272	0.000000
0.907564	0.313477
0.877733	0.204102
0.750647	0.000000
0.932568	0.452148
0.694883	0.000000
0.923434	0.377930
0.632849	0.000000
0.671615	0.000000
0.841908	0.000000
0.804961	0.000000
0.958674	0.801758
0.897801	0.000000
0.939586	0.557617
0.885252	0.000000
0.787117	0.000000
0.936191	0.627930
0.791817	0.000000
0.804834	0.000000
0.965161	0.895508
0.729060	0.000000
0.926352	0.405273
0.799612	0.000000
0.776283	0.000000
0.899496	0.321289
0.916942	0.252930
0.894545	0.000000
0.521522	0.000000
0.917934	0.497070
0.893788	0.456055
0.801090	0.000000
0.849323	0.000000
0.918111	0.590820
0.793678	0.000000
0.722480	0.000000
0.955463	0.538086
0.735692	0.000000
0.847790	0.000000
0.788670	0.000000
0.966189	0.905273
0.657837	0.000000
0.926234	0.563477
0.890674	0.254883
0.842889	0.000000
0.863355	0.036133
0.751282	0.000000
0.956221	0.817383
0.309111	0.000000
0.662388	0.000000
0.985412	0.959961
0.963437	0.838867
0.855908	0.000000
0.787499	0.000000
0.883208	0.190430
0.941058	0.698242
0.907541	0.311523
0.830002	0.000000
0.952018	0.678711
0.868192	0.000000
0.840115	0.053711
0.958382	0.795898
0.677175	0.000000
0.791400	0.000000
0.704804	0.000000
0.819298	0.000000
0.880297	0.000000
0.887670	0.000000
0.884219	0.387695
0.677426	0.000000
0.777178	0.000000
0.852719	0.000000
0.763036	0.000000
0.950856	0.555664
0.898675	0.000000
0.575971	0.000000
0.885973	0.000000
0.907983	0.110352
0.703212	0.000000
0.957772	0.686523
0.906906	0.333008
0.959927	0.866211
0.911909	0.375977
0.948564	0.780273
0.911795	0.407227
0.887314	0.000000
0.596021	0.000000
0.771832	0.000000
0.858457	0.081055
0.782937	0.000000
0.942829	0.557617
0.944502	0.698242
0.735405	0.000000
0.932993	0.502930
0.801008	0.000000
0.904963	0.196289
0.769871	0.000000
0.943829	0.547852
0.798799	0.000000
0.928569	0.370117
0.903614	0.360352
0.874439	0.000000
0.921375	0.243164
0.899032	0.309570
0.943330	0.760742
0.878993	0.000000
0.891250	0.063477
0.909249	0.530273
0.532065	0.000000
0.899374	0.297852
0.832382	0.000000
0.645687	0.000000
0.820354	0.000000
0.929547	0.655273
0.894630	0.475586
0.896677	0.405273
0.604511	0.000000
0.589039	0.000000
0.842033	0.000000
0.904801	0.174805
0.968914	0.850586
0.731922	0.000000
0.790956	0.000000
0.749626	0.000000
0.914513	0.540039
0.937298	0.661133
0.940726	0.543945
0.876265	0.211914
0.957533	0.821289
0.904277	0.155273
0.740855	0.000000
0.886494	0.297852
0.843025	0.049805
0.903083	0.280273
0.556696	0.000000
0.759889	0.000000
0.811498	0.000000
0.972857	0.909180
0.836156	0.045898
0.690077	0.000000
0.966004	0.842773
0.855666	0.215820
0.805867	0.000000
0.780878	0.000000
0.784653	0.000000
0.956182	0.754883
0.862338	0.000000
0.894021	0.440430
0.922158	0.508789
0.868574	0.186523
0.947734	0.639648
0.738176	0.000000
0.893816	0.139648
0.832760	0.000000
0.887268	0.000000
0.854754	0.041992
0.868201	0.124023
0.972916	0.879883
0.959603	0.823242
0.929437	0.741211
0.929249	0.764648
0.794550	0.000000
0.709137	0.000000
0.881737	0.327148
0.871647	0.000000
0.720285	0.000000
0.882295	0.344727
0.230762	0.000000
0.938103	0.653320
0.961098	0.854492
0.870157	0.000000
0.925951	0.659180
0.754912	0.000000
0.782462	0.000000
0.701987	0.000000
0.837363	0.000000
0.947110	0.711914
0.793686	0.000000
0.832639	0.000000
0.871514	0.000000
0.873972	0.000000
0.544023	0.000000
0.693344	0.000000
0.809882	0.000000
0.883517	0.243164
0.775851	0.000000
0.938846	0.327148
0.936262	0.399414
0.858090	0.000000
0.941385	0.526367
0.726869	0.000000
0.768749	0.000000
0.590027	0.000000
0.977304	0.948242
0.815063	0.000000
0.876414	0.000000
0.917606	0.508789
0.856286	0.000000
0.950700	0.741211
0.885650	0.008789
0.955834	0.764648
0.928013	0.596680
0.774299	0.000000
0.864517	0.012695
0.752480	0.000000
0.902616	0.299805
0.908097	0.204102
0.906552	0.252930
0.947405	0.782227
0.941894	0.666992
0.940504	0.692383
0.364110	0.000000
0.685876	0.000000
0.915890	0.606445
0.928077	0.516602
0.820263	0.000000
0.700865	0.000000
0.838762	0.000000
0.814416	0.000000
0.976069	0.913086
0.852373	0.000000
0.785399	0.000000
0.919700	0.432617
0.930362	0.352539
0.886205	0.026367
0.917859	0.444336
0.749498	0.000000
0.971732	0.893555
0.900335	0.426758
0.899663	0.090820
0.613619	0.000000
0.915437	0.454102
0.584392	0.000000
0.871086	0.000000
0.933796	0.459961
0.961170	0.782227
0.930280	0.635742
0.880028	0.110352
0.965850	0.795898
0.695054	0.000000
0.887109	0.317383
0.885608	0.151367
0.883098	0.000000
0.798170	0.000000
0.947068	0.625977
0.516050	0.000000
0.829344	0.000000
0.799117	0.000000
0.816451	0.000000
0.631956	0.000000
0.721501	0.000000
0.869458	0.000000
0.752684	0.000000
0.862394	0.000000
0.935735	0.553711
